x1,x2,x3,filename
T14,LIVB 7287 7298,C. vulgaris,GCB-21-3036.ann
T15,LIVB 7430 7441,C. vulgaris,GCB-21-3036.ann
T16,LIVB 7540 7551,M. caerulea,GCB-21-3036.ann
T17,LIVB 8611 8622,C. vulgaris,GCB-21-3036.ann
T18,LIVB 9710 9715,sheep,GCB-21-3036.ann
T19,LIVB 11818 11823,Shrub,GCB-21-3036.ann
T20,LIVB 11825 11841,Calluna vulgaris,GCB-21-3036.ann
T21,LIVB 11843 11848,Shrub,GCB-21-3036.ann
T22,LIVB 11850 11866,Calluna vulgaris,GCB-21-3036.ann
T23,LIVB 11868 11873,Shrub,GCB-21-3036.ann
T24,LIVB 11875 11891,Calluna vulgaris,GCB-21-3036.ann
T25,LIVB 11893 11898,Shrub,GCB-21-3036.ann
T26,LIVB 11900 11916,Calluna vulgaris,GCB-21-3036.ann
T27,LIVB 11918 11923,Shrub,GCB-21-3036.ann
T28,LIVB 11925 11941,Calluna vulgaris,GCB-21-3036.ann
T29,LIVB 11943 11948,Shrub,GCB-21-3036.ann
T30,LIVB 11950 11966,Calluna vulgaris,GCB-21-3036.ann
T31,LIVB 11968 11973,Grass,GCB-21-3036.ann
T32,LIVB 11975 11991,Molinia caerulea,GCB-21-3036.ann
T33,LIVB 11993 11998,Shrub,GCB-21-3036.ann
T34,LIVB 12000 12016,Calluna vulgaris,GCB-21-3036.ann
T35,LIVB 12018 12023,Shrub,GCB-21-3036.ann
T36,LIVB 12025 12041,Calluna vulgaris,GCB-21-3036.ann
T37,LIVB 12043 12048,Grass,GCB-21-3036.ann
T38,LIVB 12050 12066,Molinia caerulea,GCB-21-3036.ann
T39,LIVB 12068 12073,Grass,GCB-21-3036.ann
T40,LIVB 12075 12091,Molinia caerulea,GCB-21-3036.ann
T41,LIVB 12094 12099,Shrub,GCB-21-3036.ann
T42,LIVB 12101 12117,Calluna vulgaris,GCB-21-3036.ann
T43,LIVB 12119 12124,Shrub,GCB-21-3036.ann
T44,LIVB 12126 12142,Calluna vulgaris,GCB-21-3036.ann
T45,LIVB 12144 12149,Shrub,GCB-21-3036.ann
T46,LIVB 12151 12167,Calluna vulgaris,GCB-21-3036.ann
T47,LIVB 12339 12344,Shrub,GCB-21-3036.ann
T48,LIVB 12346 12362,Calluna vulgaris,GCB-21-3036.ann
T49,LIVB 12365 12370,Shrub,GCB-21-3036.ann
T50,LIVB 12372 12388,Calluna vulgaris,GCB-21-3036.ann
T51,LIVB 12398 12413,Nardus  stricta,GCB-21-3036.ann
T52,LIVB 12423 12439,Molinia caerulea,GCB-21-3036.ann
T53,LIVB 12440 12454,Nardus stricta,GCB-21-3036.ann
T54,LIVB 12456 12461,Shrub,GCB-21-3036.ann
T55,LIVB 12463 12479,Calluna vulgaris,GCB-21-3036.ann
T56,LIVB 12482 12487,Shrub,GCB-21-3036.ann
T57,LIVB 12489 12505,Calluna vulgaris,GCB-21-3036.ann
T58,LIVB 12508 12519,Peaty gleys,GCB-21-3036.ann
T59,LIVB 12540 12556,Molinia caerulea,GCB-21-3036.ann
T60,LIVB 12559 12571,Peaty podzol,GCB-21-3036.ann
T61,LIVB 12591 12607,Molinia caerulea,GCB-21-3036.ann
T62,LIVB 12643 12648,Shrub,GCB-21-3036.ann
T63,LIVB 12650 12666,Calluna vulgaris,GCB-21-3036.ann
T64,LIVB 12669 12681,Peaty podzol,GCB-21-3036.ann
T65,LIVB 12701 12717,Molinia caerulea,GCB-21-3036.ann
T66,LIVB 12763 12779,Calluna vulgaris,GCB-21-3036.ann
T67,LIVB 12781 12800,Vaccinium myrtillus,GCB-21-3036.ann
T68,LIVB 12802 12821,Deschampsia ﬂexuosa,GCB-21-3036.ann
T69,LIVB 12830 12846,Molinia caerulea,GCB-21-3036.ann
T70,LIVB 12916 12932,Molinia caerulea,GCB-21-3036.ann
T71,LIVB 12935 12947,Peaty podzol,GCB-21-3036.ann
T72,LIVB 12960 12965,Shrub,GCB-21-3036.ann
T73,LIVB 12967 12983,Calluna vulgaris,GCB-21-3036.ann
T74,LIVB 14322 14334,Strathﬁnella,GCB-21-3036.ann
T75,LIVB 14375 14407,Calcareous regosol (Fraserburgh),GCB-21-3036.ann
T76,LIVB 14409 14414,Shrub,GCB-21-3036.ann
T77,LIVB 14422 14438,Calluna vulgaris,GCB-21-3036.ann
T78,LIVB 14439 14459,Vaccinium myrtillus-,GCB-21-3036.ann
T79,LIVB 14460 14479,Deschampsia ﬂexuosa,GCB-21-3036.ann
T80,LIVB 14481 14486,Shrub,GCB-21-3036.ann
T81,LIVB 14494 14510,Calluna vulgaris,GCB-21-3036.ann
T82,LIVB 14511 14531,Vaccinium myrtillus-,GCB-21-3036.ann
T83,LIVB 14532 14551,Deschampsia ﬂexuosa,GCB-21-3036.ann
T84,LIVB 14553 14558,Shrub,GCB-21-3036.ann
T85,LIVB 14560 14576,Calluna vulgaris,GCB-21-3036.ann
T86,LIVB 14579 14584,Shrub,GCB-21-3036.ann
T87,LIVB 14586 14602,Dryas octopetala,GCB-21-3036.ann
T88,LIVB 14642 14647,Shrub,GCB-21-3036.ann
T89,LIVB 14649 14665,Calluna vulgaris,GCB-21-3036.ann
T90,LIVB 14668 14673,Shrub,GCB-21-3036.ann
T91,LIVB 14675 14691,Calluna vulgaris,GCB-21-3036.ann
T92,LIVB 14694 14699,Shrub,GCB-21-3036.ann
T93,LIVB 14701 14717,Calluna vulgaris,GCB-21-3036.ann
T94,LIVB 14719 14724,Shrub,GCB-21-3036.ann
T95,LIVB 14726 14756,Juniperus communis subsp. nana,GCB-21-3036.ann
T96,LIVB 14757 14769,Salix repens,GCB-21-3036.ann
T97,LIVB 14771 14776,Grass,GCB-21-3036.ann
T98,LIVB 14778 14794,Molinia caerulea,GCB-21-3036.ann
T99,LIVB 14849 14854,Grass,GCB-21-3036.ann
T100,LIVB 14856 14872,Molinia caerulea,GCB-21-3036.ann
T101,LIVB 14875 14897,Peaty podzols (Garlie),GCB-21-3036.ann
T102,LIVB 15140 15151,C. vulgaris,GCB-21-3036.ann
T103,LIVB 15165 15176,M. caerulea,GCB-21-3036.ann
T104,LIVB 15501 15519,Juniperus communis,GCB-21-3036.ann
T105,LIVB 15532 15549,nana (Hook.) Syme,GCB-21-3036.ann
T106,LIVB 15597 15620,J. communis subsp. nana,GCB-21-3036.ann
T107,LIVB 15641 15652,C. vulgaris,GCB-21-3036.ann
T108,LIVB 15692 15709,N fertiliza- tion,GCB-21-3036.ann
T109,LIVB 15834 15839,sheep,GCB-21-3036.ann
T110,LIVB 15907 15915,red deer,GCB-21-3036.ann
T111,LIVB 15917 15931,Cervus elaphus,GCB-21-3036.ann
T112,LIVB 15934 15940,cattle,GCB-21-3036.ann
T113,LIVB 15966 15973,rabbits,GCB-21-3036.ann
T114,LIVB 15975 15996,Oryctolagus cuniculus,GCB-21-3036.ann
T115,LIVB 16002 16011,mountain ,GCB-21-3036.ann
T116,LIVB 16011 16016,hares,GCB-21-3036.ann
T117,LIVB 16018 16031,Lepus timidus,GCB-21-3036.ann
T118,LIVB 16193 16204,C. vulgaris,GCB-21-3036.ann
T119,LIVB 16208 16219,M. caerulea,GCB-21-3036.ann
T120,LIVB 18242 18253,C. vulgaris,GCB-21-3036.ann
T121,LIVB 18258 18269,M. caerulea,GCB-21-3036.ann
T122,LIVB 18850 18855,sheep,GCB-21-3036.ann
T123,LIVB 18860 18864,deer,GCB-21-3036.ann
T124,LIVB 19503 19508,sheep,GCB-21-3036.ann
T125,LIVB 19513 19517,deer,GCB-21-3036.ann
T126,LIVB 21065 21076,C. vulgaris,GCB-21-3036.ann
T127,LIVB 21078 21101,J. communis subsp. nana,GCB-21-3036.ann
T128,LIVB 21106 21120,Erica tetralix,GCB-21-3036.ann
T129,LIVB 21151 21158,Poaceae,GCB-21-3036.ann
T130,LIVB 21169 21179,Cyperaceae,GCB-21-3036.ann
T131,LIVB 21214 21234,Hylocomium splendens,GCB-21-3036.ann
T132,LIVB 21239 21259,Hyp- num jutlandicum,GCB-21-3036.ann
T133,LIVB 21262 21267,forbs,GCB-21-3036.ann
T134,LIVB 26893 26904,C. vulgaris,GCB-21-3036.ann
T135,LIVB 26915 26925,ericaceous,GCB-21-3036.ann
T136,LIVB 36980 36996,Calluna vulgaris,GCB-21-3036.ann
T137,LIVB 37007 37023,Molinia caerulea,GCB-21-3036.ann
T138,LIVB 37037 37069,Juniperus com- munis subsp. nana,GCB-21-3036.ann
T139,LIVB 37540 37551,C. vulgaris,GCB-21-3036.ann
T140,LIVB 37556 37579,J. communis subsp. nana,GCB-21-3036.ann
T141,LIVB 37643 37654,M. caerulea,GCB-21-3036.ann
T142,LIVB 37782 37793,M. caerulea,GCB-21-3036.ann
T143,LIVB 42058 42074,Calluna vulgaris,GCB-21-3036.ann
T144,LIVB 44488 44499,C. vulgaris,GCB-21-3036.ann
T145,LIVB 46499 46510,C. vulgaris,GCB-21-3036.ann
T146,LIVB 46515 46527,C. vulgaris-,GCB-21-3036.ann
T147,LIVB 47619 47626,Calluna,GCB-21-3036.ann
T148,LIVB 49028 49037,graminoid,GCB-21-3036.ann
T149,LIVB 49039 49057,M. caerulea)-domi-,GCB-21-3036.ann
T150,LIVB 49225 49236,M. caerulea,GCB-21-3036.ann
T151,LIVB 49491 49502,C. vulgaris,GCB-21-3036.ann
T152,LIVB 49530 49541,M. caerulea,GCB-21-3036.ann
T153,LIVB 49573 49584,C. vulgaris,GCB-21-3036.ann
T154,LIVB 49676 49687,M. caerulea,GCB-21-3036.ann
T155,LIVB 49735 49746,C. vulgaris,GCB-21-3036.ann
T156,LIVB 49782 49793,M. caerulea,GCB-21-3036.ann
T157,LIVB 52816 52841,mountain moss-sedge heath,GCB-21-3036.ann
T158,LIVB 56040 56054,Ixodes ricinus,GCB-21-3036.ann
T159,LIVB 56798 56805,heather,GCB-21-3036.ann
T160,LIVB 56827 56834,Calluna,GCB-21-3036.ann
T161,LIVB 57973 58001,Juniperus communis ssp. nana,GCB-21-3036.ann
T162,LIVB 58003 58016,dwarf juniper,GCB-21-3036.ann
T163,LIVB 58577 58587,Herbivores,GCB-21-3036.ann
T164,LIVB 59428 59444,Calluna vulgaris,GCB-21-3036.ann
T165,LIVB 59853 59862,Herbivore,GCB-21-3036.ann
T166,LIVB 63631 63636,Her- ,GCB-21-3036.ann
T0,LIVB 2161 2177,Oryza sativa  L.,J of Env Quality - 1999 - Yamulki - Methane Emission and Uptake from Soils as Influenced by Excreta Deposition from Grazing.ann
T1,LIVB 5290 5298,ryegrass,J of Env Quality - 1999 - Yamulki - Methane Emission and Uptake from Soils as Influenced by Excreta Deposition from Grazing.ann
T0,LIVB 4546 4551,sheep,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T1,LIVB 4667 4672,sheep,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T2,LIVB 9928 9934,Litter,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T3,LIVB 9935 9951,Calluna vulgaris,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T4,LIVB 9952 9972,Eriophorum vaginatum,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T5,LIVB 9973 9990,Rubus chamaemorus,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T6,LIVB 9991 10015,Eriophorum angustifolium,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T7,LIVB 10016 10042,Empetrum nigrum ssp nigrum,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T8,LIVB 10057 10063,Litter,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T9,LIVB 10064 10080,Calluna vulgaris,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T10,LIVB 10081 10119,Eriophorum vaginatum Rubus chamaemorus,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T11,LIVB 10120 10144,Eriophorum angustifolium,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T12,LIVB 10145 10171,Empetrum nigrum ssp nigrum,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T13,LIVB 10978 10994,Calluna vulgaris,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T14,LIVB 10996 11003,heather,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T15,LIVB 11009 11029,Eriophorum vaginatum,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T16,LIVB 11031 11043,cotton grass,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T17,LIVB 11051 11064,Sphagnum spp.,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T18,LIVB 11545 11561,Calluna vulgaris,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T19,LIVB 11563 11583,Eriophorum vaginatum,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T20,LIVB 11585 11602,Rubus chamaemorus,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T21,LIVB 11604 11628,Eriophorum angustifolium,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T22,LIVB 11630 11657,Empetrum nigrum ssp. nigrum,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T23,LIVB 11765 11770,sheep,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T24,LIVB 54580 54587,heather,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T25,LIVB 55318 55330,black spruce,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T26,LIVB 57572 57609,North Pennine Blanket  Bog Vegetation,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T27,LIVB 58899 58908,Peatlands,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T28,LIVB 59577 59587,Sphagnum‐ ,Journal of Geophysical Research  Biogeosciences - 2010 - Clay - Carbon budgets of an upland blanket bog managed by.ann
T0,LIVB 1500 1510,moose   21,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T1,LIVB 1514 1525,Alces alces,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T2,LIVB 1952 1957,moose,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T3,LIVB 2488 2493,moose,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T4,LIVB 2584 2589,moose,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T5,LIVB 2648 2659,Alces alces,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T6,LIVB 2661 2667,Cervid,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T7,LIVB 2826 2832,cervid,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T8,LIVB 3114 3119,moose,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T9,LIVB 3131 3143,Eurasian elk,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T10,LIVB 3145 3156,Alces alces,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T11,LIVB 3211 3218,cervids,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T12,LIVB 3492 3497,moose,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T13,LIVB 3720 3725,moose,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T14,LIVB 3922 3927,moose,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T15,LIVB 4185 4194,ungulates,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T16,LIVB 4642 4649,conifer,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T17,LIVB 6181 6188,deer   ,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T18,LIVB 9852 9856,pine,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T19,LIVB 9858 9874,Pinus sylvestris,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T20,LIVB 9880 9886,spruce,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T21,LIVB 9888 9899,Picea abies,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T22,LIVB 10743 10748,Moose,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T23,LIVB 10750 10761,Alces alces,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T24,LIVB 11016 11021,sheep,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T25,LIVB 11076 11084,red deer,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T26,LIVB 11086 11100,Cervus elaphus,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T27,LIVB 11181 11189,Roe deer,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T28,LIVB 11191 11210,Capreolus capreolus,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T29,LIVB 11321 11326,hares,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T30,LIVB 14330 14346,Lipton green tea,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T31,LIVB 14351 14369,Lipton rooibos tea,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T32,LIVB 28878 28883,moose,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T33,LIVB 29174 29179,moose,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T34,LIVB 31400 31405,moose,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T35,LIVB 35661 35665,pine,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T36,LIVB 35680 35686,spruce,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T37,LIVB 36218 36223,moose,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T38,LIVB 40807 40812,moose,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T39,LIVB 42481 42500,Berhie Gebreyohanis,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T40,LIVB 43284 43292,Geoderma,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T41,LIVB 43551 43569,European ungulates,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T42,LIVB 44593 44598,Moose,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T43,LIVB 44599 44604,Alces,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T44,LIVB 45748 45752,deer,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T45,LIVB 45935 45940,moose,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T46,LIVB 46813 46821,red deer,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T47,LIVB 47403 47408,moose,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T48,LIVB 47410 47421,Alces alces,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T49,LIVB 47686 47695,ungulates,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T50,LIVB 47828 47835,Tea Bag,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T51,LIVB 48005 48020,Moose herbivory,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T52,LIVB 48024 48029,taiga,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T53,LIVB 49181 49189,reindeer,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T54,LIVB 50076 50098,Erythronium americanum,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T55,LIVB 50589 50594,moose,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T56,LIVB 50596 50607,Alces alces,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T57,LIVB 51542 51547,moose,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T58,LIVB 52868 52877,Speed JDM,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T59,LIVB 53477 53487,Scots pine,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T60,LIVB 54242 54247,Moose,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T61,LIVB 54249 54260,Alces alces,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T62,LIVB 54765 54769,deer,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T63,LIVB 54934 54944,Vertebrate,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T64,LIVB 55521 55537,browsing mammals,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T65,LIVB 60287 60293,Spruce,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T66,LIVB 60295 60301,Spruce,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T67,LIVB 60303 60309,Spruce,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T68,LIVB 60311 60317,Spruce,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T69,LIVB 60319 60325,Spruce,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T70,LIVB 60327 60341,Spruce  Pine  ,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T71,LIVB 60352 60358,Pine  ,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T72,LIVB 60369 60381,Pine  Spruce,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T73,LIVB 60389 60395,Spruce,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T74,LIVB 60397 60411,Spruce  Spruce,Kolstad+et+al+2017_Cervid+exclusion+alters+boreal+forest+properties+with+little+cascading+impacts+on+soils.ann
T0,LIVB 2616 2631,Juncus gerardii,N510712PP.ann
T1,LIVB 3324 3336,J.  gerardii,N510712PP.ann
T2,LIVB 7542 7567,Juncus  species  (rushes),N510712PP.ann
T3,LIVB 7989 8000,saltmarshes,N510712PP.ann
T4,LIVB 12275 12300,Festuca  rubra  saltmarsh,N510712PP.ann
T5,LIVB 12374 12400,Elytrigia repens saltmarsh,N510712PP.ann
T6,LIVB 12646 12651,geese,N510712PP.ann
T7,LIVB 12653 12674,Anser  brachyrhynchus,N510712PP.ann
T8,LIVB 23669 23684,Septa suba seal,N510712PP.ann
T9,LIVB 24334 24340,Juncus,N510712PP.ann
T10,LIVB 26068 26091,Agrostis  stololinifera,N510712PP.ann
T11,LIVB 26094 26110,Aster  tripolium,N510712PP.ann
T12,LIVB 26113 26123,E.  repens,N510712PP.ann
T13,LIVB 26126 26135,F.  rubra,N510712PP.ann
T14,LIVB 26138 26153,Glaux  maritima,N510712PP.ann
T15,LIVB 26156 26172,Juncus  gerardii,N510712PP.ann
T16,LIVB 26174 26194,Puccinellia maritima,N510712PP.ann
T17,LIVB 26199 26218,Triglochin maritima,N510712PP.ann
T18,LIVB 30712 30724,J.  gerardii,N510712PP.ann
T19,LIVB 36869 36880,J. gerardii,N510712PP.ann
T20,LIVB 36882 36892,saltmarsh ,N510712PP.ann
T21,LIVB 38900 38912,J.  gerardii,N510712PP.ann
T22,LIVB 40728 40740,Denitrifying,N510712PP.ann
T23,LIVB 40791 40802,Methanogens,N510712PP.ann
